date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:40:09	283/283	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Jul%202023%2013:40:06%20GMT	http://html.rudhisasmito.com/walls/css/vendor/owl.video.play.png	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/css/vendor/owl.video.play.58.delayed	(from http://html.rudhisasmito.com/walls/css/vendor/owl.carousel.min.css)
14:40:11	8476/8476	---M--	200	added ('OK')	text/html	etag:%22211c-5520edc624200%22	http://html.rudhisasmito.com/walls/fonts/walls-webfont.woff2?51534236	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/fonts/walls-webfontc56b.html	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:12	16868/16868	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2241e4-5520edc624200%22	http://html.rudhisasmito.com/walls/fonts/walls-webfont.eot?51534236	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/fonts/walls-webfontc56b.eot	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:13	9944/9944	---M--	200	added ('OK')	application/font-woff	etag:%2226d8-5520edc624200%22	http://html.rudhisasmito.com/walls/fonts/walls-webfont.woff?51534236	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/fonts/walls-webfontc56b.woff	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:14	18495/18495	---M--	200	added ('OK')	image/svg+xml	etag:%22483f-5520edc624200%22	http://html.rudhisasmito.com/walls/fonts/walls-webfont.svg?51534236	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/fonts/walls-webfontc56b.svg	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:14	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5443b5cc92a80%22	http://html.rudhisasmito.com/walls/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/fonts/fontawesome-webfontd41d.eot	(from http://html.rudhisasmito.com/walls/css/vendor/font-awesome.min.css)
14:40:15	16680/16680	---M--	200	added ('OK')	application/font-sfnt	etag:%224128-5520edc624200%22	http://html.rudhisasmito.com/walls/fonts/walls-webfont.ttf?51534236	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/fonts/walls-webfontc56b.ttf	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:15	562/562	---M--	200	added ('OK')	image/svg+xml	etag:%22232-510964d71dd80%22	http://html.rudhisasmito.com/walls/images/cd-top-arrow.svg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/cd-top-arrow.svg	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:16	283/283	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Jul%202023%2013:40:16%20GMT	http://html.rudhisasmito.com/walls/images/link.gif	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/link.gif	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:16	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%22286ac-5443b5cc92a80%22	http://html.rudhisasmito.com/walls/fonts/fontawesome-webfont.ttf?v=4.1.0	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/fonts/fontawesome-webfont862f.ttf	(from http://html.rudhisasmito.com/walls/css/vendor/font-awesome.min.css)
14:40:21	283/283	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Jul%202023%2013:40:19%20GMT	http://html.rudhisasmito.com/walls/images/slide2-2.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/slide2-2.62.delayed	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:21	667/667	---M--	200	added ('OK')	image/svg+xml	etag:%2229b-516a68fe3b380%22	http://html.rudhisasmito.com/walls/images/cd-icon-controller.svg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/cd-icon-controller.svg	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:30	42890/42890	---M--	200	added ('OK')	image/jpeg	etag:%22a78a-552d4493f8fc0%22	http://html.rudhisasmito.com/walls/images/about-img-3.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/about-img-3.jpg	(from http://html.rudhisasmito.com/walls/index-3.html)
14:40:39	47655/47655	---M--	200	added ('OK')	image/jpeg	etag:%22ba27-54153a4c4b880%22	http://html.rudhisasmito.com/walls/images/welcome-img.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/welcome-img.jpg	(from http://html.rudhisasmito.com/walls/about-company.html)
14:40:40	120298/120298	---M--	200	added ('OK')	image/jpeg	etag:%221d5ea-54e0edc889300%22	http://html.rudhisasmito.com/walls/images/testimony-thumb-5.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/testimony-thumb-5.jpg	(from http://html.rudhisasmito.com/walls/index-2.html)
14:40:56	321364/321364	---M--	200	added ('OK')	image/jpeg	etag:%224e754-54d93684d9740%22	http://html.rudhisasmito.com/walls/images/bgoverlay-1.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/bgoverlay-1.jpg	(from http://html.rudhisasmito.com/walls/css/style.css)
14:40:56	77340/77340	---M--	200	added ('OK')	image/jpeg	etag:%2212e1c-552d5134edb40%22	http://html.rudhisasmito.com/walls/images/about-img-4.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/about-img-4.jpg	(from http://html.rudhisasmito.com/walls/about-company.html)
14:41:00	110450/110450	---M--	200	added ('OK')	image/jpeg	etag:%221af72-552ee3812bf00%22	http://html.rudhisasmito.com/walls/images/blog-4.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/blog-4.jpg	(from http://html.rudhisasmito.com/walls/about-history.html)
14:41:05	59242/59242	---M--	200	added ('OK')	image/jpeg	etag:%22e76a-54de6b14d4000%22	http://html.rudhisasmito.com/walls/images/history-1.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/history-1.jpg	(from http://html.rudhisasmito.com/walls/about-history.html)
14:41:06	54361/54361	---M--	200	added ('OK')	image/jpeg	etag:%22d459-552ee700abfc0%22	http://html.rudhisasmito.com/walls/images/history-2.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/history-2.jpg	(from http://html.rudhisasmito.com/walls/about-history.html)
14:41:08	393754/393754	---M--	200	added ('OK')	image/jpeg	etag:%226021a-552eea802c080%22	http://html.rudhisasmito.com/walls/images/banner-page.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/banner-page.jpg	(from http://html.rudhisasmito.com/walls/css/style.css)
14:41:14	50233/50233	---M--	200	added ('OK')	image/jpeg	etag:%22c439-54de6b3dd60c0%22	http://html.rudhisasmito.com/walls/images/history-4.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/history-4.jpg	(from http://html.rudhisasmito.com/walls/about-history.html)
14:41:14	82429/82429	---M--	200	added ('OK')	image/jpeg	etag:%22141fd-552ee7351fb80%22	http://html.rudhisasmito.com/walls/images/history-3.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/history-3.jpg	(from http://html.rudhisasmito.com/walls/about-history.html)
14:41:15	46320/46320	---M--	200	added ('OK')	image/jpeg	etag:%22b4f0-532dce93f7fc0%22	http://html.rudhisasmito.com/walls/images/team-1.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/team-1.jpg	(from http://html.rudhisasmito.com/walls/about-team.html)
14:41:27	58279/58279	---M--	200	added ('OK')	image/jpeg	etag:%22e3a7-532dd4c035000%22	http://html.rudhisasmito.com/walls/images/team-4.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/team-4.jpg	(from http://html.rudhisasmito.com/walls/about-team.html)
14:41:29	82720/82720	---M--	200	added ('OK')	image/jpeg	etag:%2214320-532dd4026d040%22	http://html.rudhisasmito.com/walls/images/team-3.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/team-3.jpg	(from http://html.rudhisasmito.com/walls/about-team.html)
14:41:29	74832/74832	---M--	200	added ('OK')	image/jpeg	etag:%2212450-532dce9f69ac0%22	http://html.rudhisasmito.com/walls/images/team-2.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/team-2.jpg	(from http://html.rudhisasmito.com/walls/about-team.html)
14:41:31	2645/2645	---M--	200	added ('OK')	image/png	etag:%22a55-551c084321a40%22	http://html.rudhisasmito.com/walls/images/logo-light.png	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/logo-light.png	(from http://html.rudhisasmito.com/walls/services.html)
14:41:39	68226/68226	---M--	200	added ('OK')	image/jpeg	etag:%2210a82-532dd6ed27200%22	http://html.rudhisasmito.com/walls/images/team-5.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/team-5.jpg	(from http://html.rudhisasmito.com/walls/about-team.html)
14:41:40	70892/70892	---M--	200	added ('OK')	image/jpeg	etag:%22114ec-532dd6b8b3640%22	http://html.rudhisasmito.com/walls/images/team-6.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/team-6.jpg	(from http://html.rudhisasmito.com/walls/about-team.html)
14:41:48	104607/104607	---M--	200	added ('OK')	image/jpeg	etag:%221989f-552ee94299340%22	http://html.rudhisasmito.com/walls/images/service-detail-1.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/service-detail-1.jpg	(from http://html.rudhisasmito.com/walls/services-detail.html)
14:41:54	84524/84524	---M--	200	added ('OK')	image/jpeg	etag:%2214a2c-552ee11b01600%22	http://html.rudhisasmito.com/walls/images/project-detail-2.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/project-detail-2.jpg	(from http://html.rudhisasmito.com/walls/project-detail.html)
14:41:54	345852/345852	---M--	200	added ('OK')	image/png	etag:%22546fc-552dca66d0a80%22	http://html.rudhisasmito.com/walls/images/director.png	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/director.png	(from http://html.rudhisasmito.com/walls/about-team.html)
14:41:58	128060/128060	---M--	200	added ('OK')	image/jpeg	etag:%221f43c-552ee3c3edc80%22	http://html.rudhisasmito.com/walls/images/blog-5.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/blog-5.jpg	(from http://html.rudhisasmito.com/walls/news-grid.html)
14:42:00	131966/131966	---M--	200	added ('OK')	image/jpeg	etag:%222037e-552ee41baab80%22	http://html.rudhisasmito.com/walls/images/blog-6.jpg	C:/My%20Web%20Sites/muhalaenterprises/html.rudhisasmito.com/walls/images/blog-6.jpg	(from http://html.rudhisasmito.com/walls/news-grid.html)
